name,capacity_mw
Oroville Cogeneration LP,7.699999999999999
Orrtanna,27.0
Orrville,84.5
Orrville Peaking,5.4
Ortega Highway Energy Storage,2.0
Osage (IA),19.000000000000004
Osage City,12.7
Osage Dam,208.0
Osage Wind  LLC,150.4
Osawatomie,102.0
Osawatomie City of,6.6
Osawatomie Power Plant North Sub,6.0
Osawatomie Power Plant South Sub,6.0
Osborn Wind Energy,200.9
Osborne,7.1000000000000005
Osceola (AR),1.6
Osceola (FL),600.0
Osceola Solar Facility,3.8
Osceola Windpower II,49.6
Osceola Windpower LLC,98.2
Osprey Energy Center Power Plant,644.2
Osprey Point RES,13.2
Oswegatchie,1.8
Oswego County - Fulton Solar,2.0
Oswego County Energy Recovery,3.6
Oswego Falls East,6.0
Oswego Falls West,3.0
Oswego Harbor Power,1803.6
Otarre Solar Park,1.6
Otay Mesa Generating Project,688.5
Otero Solar,8.0
Otis Elevator Company Solar,1.0
Otis Hydro,10.2
Otoe Solar Power Generation Station 1 LLC,1.5
Otsego Mill Power Plant,21.2
Ottauquechee Hydro,1.7999999999999998
Ottawa,30.7
Ottawa County Project,2.8
Otter Creek Ethanol Poet - Ashton,7.5
Ottumwa,725.9
Ottumwa City of,3.2
Ouachita,903.9000000000001
Ouchchy PV1,3.0
Outagamie County Co-Generation Facility,6.4
Outback Solar At Christmas Valley,4.4
Overall Road Station,8.0
Overlook Medical Center,4.0
Owatonna,19.0
Owatonna Energy Station,38.8
Owen Solar,5.0
Owens Corning,2.8
Owens Corning Headquarters,2.1
Owens Corning at Bethlehem,2.0
Owens Valley Solar Project 11,1.0
Owyhee Dam Power Project,4.3
Oxbow (CA),6.1
Oxbow (OR),190.0
Oxbow Creek,22.0
Oxford,2.8
Oxford (KS),5.1
Oxford (NE),3.4000000000000004
Oxford Dam,36.0
Oxnard,68.7
Oxnard Paper Mill,29.0
Oxnard Wastewater Treatment Plant,1.5
Oyster Creek Unit VIII,497.9
Ozark,100.0
Ozark Beach,16.0
Ozarks Natural Energy Community Solar,1.0
P L Bartow,1475.6000000000004
P Plant,9.2
PA Solar Park,10.1
PCA  Filer City Mill,19.5
PCA-Valdosta Mill,69.9
PCIP Solar,1.0
PCS Nitrogen Fertilizer LP,14.0
PCS Phosphate,54.0
PCSP3 Airport,2.5
PE Berkeley,28.5
PEC Headworks,6.6
PFMG Solar Grossmont Helix LLC,1.2
PHP 1,23.7
PHP 2,11.8
PInova Inc,7.1
POET Biorefining - Chancellor,5.4
POET Biorefining - Fostoria,3.5
POET Biorefining - Gowrie,5.0
POET Biorefining - Hudson,3.6
POET Biorefining - Jewell,5.0
POET Biorefining - Leipsic  LLC,3.5
POET Biorefining - Marion  LLC,7.8
POET Biorefining - North Manchester  LLC,3.9
POET Biorefining - Portland,3.5
POET Biorefining Caro  LLC,3.8
POET Biorefining LLC - Corning,5.0
POET Biorefining Lake Crystal,7.0
POET Biorefining- Alexandria  LLC,3.6
POET Biorefining-Hanlontown  LLC,4.0
POTB Digester,1.0
PPG Monroeville Chemicals Center,1.1
PPG Plant C Caustic,3.4
PPG Powerhouse A,52.5
PPG Powerhouse C,357.7
PPG Riverside,162.0
PPL Frey Farm Landfill Wind,3.2
PPL Glendon LFGTE Plant,3.2
PPL Renewable Energy Merck Solar,1.7
PPS Power Plant No 1,120.0
PRC-Desoto Intl/PPG Aerospace,1.5
PRSI FCC Generator,4.7
PS ST-8 Engine No 1,2.0
PSEG Burlington Generating Station,242.0
PSEG Essex Generating Station,93.6
PSEG Hackettstown,2.2
PSEG Hope Creek Generating Station,1290.7
PSEG Kearny Generating Station,605.0
PSEG Linden Generating Station,1739.9999999999998
PSEG Salem Generating Station,2381.8
PSEG Sewaren Generating Station,609.5
PSREC/SIAD Solar,2.5
PVN Milliken  LLC,3.0
PWD Northeast WPCP Biogas Cogen Plant,5.6
PYCO Industries  Inc. Wind Farm,10.0
PaTu Wind Farm LLC,9.0
Pacific Canyon Windfarm LLC,8.3
Pacific Cruise Ship Terminals Berth 93,1.1
Pacific Ethanol Madera Solar Array,4.3
Pacific Ethanol Stockton Cogen Plant,4.8
Pacific Wind LLC,151.7
Pacific-Ultrapower Chinese Station,25.0
Packaging Corp of America,72.5
Packaging Corporation of America Jackson Mill,15.6
Packaging of America Tomahawk Mill,18.7
Packwood,27.5
Pacolet Diesel Generation Facility,5.4
Paddys Run,226.6
Padelford Solar,2.2
Page Solar,1.6
Paia Hydroelectric Plant,1.3
Painesville,55.5
Paisley Geothermal Generating Plant,3.7
Pakini Nui Wind Farm,21.0
Pala Energy Storage Yard,1.5
Palaau Power Hybrid,17.099999999999998
Palisades,811.8
Palisades Dam,176.4
Palm Beach Renewable Energy Facility 1,62.3
Palm Beach Renewable Energy Facility 2,96.0
Palmer,3.5
Palmer Landfill,4.0
Palmer Solar Center,5.0
Palmer Solar LLC,2.5
Palmer's Creek Wind Farm  LLC,44.6
Palmetto Plains,75.0
Palo Duro Wind,249.9
Palo Seco,126.0
Palo Seco,602.0
Palo Verde,4209.6
Palo Verde College,1.2
Paloma Solar Hybrid,17.6
Palomar Energy,559.0
Palombo B Solar  LLC CSG,1.0
Palombo Solar  LLC CSG,2.0
Palouse,105.3
Pamlico Partners Solar,5.0
Panasonic Carport Solar Hybrid,2.3
Panda Hummel Station LLC,1194.4
Panda Liberty Generation Plant,870.0
Panda Patriot Generation Plant,870.0
Panda Sherman Power Station,803.2
Panda Solar NC 1  LLC,1.0
Panda Solar NC 10  LLC,2.0
Panda Solar NC 11  LLC,2.0
Panda Solar NC 2  LLC,2.0
Panda Solar NC 3  LLC,2.0
Panda Solar NC 4  LLC,2.0
Panda Solar NC 5  LLC,1.0
Panda Solar NC 6  LLC,1.0
Panda Solar NC 7  LLC,1.5
Panda Solar NC 8  LLC,2.0
Panda Solar NC 9  LLC,2.0
Panda Temple Power Station,1606.4
Panoche Energy Center,432.0
Panoche Peaker,49.9
Panoche Valley Solar Farm,140.0
Panora,4.5
Pantex,11.5
Panther Creek Energy Facility,94.0
Panther Creek Wind Farm I,142.5
Panther Creek Wind Farm II,115.5
Panther Creek Wind Farm Three,199.5
Papalote Creek I LLC,180.0
Papalote Creek II LLC,200.1
Papillion Creek Wastewater,1.5
Par Sterile Products,2.8
Paradise,2310.2
Paradise Solar Energy Center,5.0
Paradise Valley H.S. PV,1.3
Paragould Reciprocating,19.200000000000003
Paragould Turbine,13.9
Paramount Refinery,6.7
Pardee,23.6
Paris (KY),11.5
Paris (WI),381.6
Paris Energy Center,265.6
Parishville,3.0
Park 500 Philip Morris USA,13.0
Park Meridian #1,1.5
Park Mill,2.0999999999999996
Parker,2.7
Parker Dam,120.0
Parking Lot Array,1.4
Parkland Landfill Solar,7.8
Parkview Battery,1.1
Parlin Power Plant,135.0
Parlin Solar LLC,1.3
Parnassus Central Utility Plant,13.399999999999999
Parr GT,83.8
Parr Hydro,15.0
Pasadena Cogeneration,815.0
Pasco Cnty Solid Waste Resource Recovery,31.2
Pasquotank,20.0
Passadumkeag Windpark LLC,42.9
Passaic Valley Water Commission,2.4
Pastime Farm  LLC,5.2
Pasto Solar,16.0
Pastoria Energy Facility  LLC,779.0
Pate Farm,5.0
Patriot Wind Farm,226.1
Patriots Stadium,1.0
Pattern Gulf Wind,283.2
Pattern Panhandle Wind 2 LLC,181.7
Pattern Panhandle Wind LLC,218.0
Patton Wind Farm,30.0
Patua Acquisition Project  LLC,58.6
Paulding Wind Farm II,99.0
Paulding Wind Farm III,100.8
Paulsboro Refinery,78.5
Pavant Solar  LLC,50.0
Pavant Solar II LLC,50.0
Pavant Solar III,20.0
Pawhuska,9.0
Pawnee,552.3
Pawpaw Solar Plant,30.5
Pawtucket Power Associates,68.8
Paxton Creek Cogeneration,12.6
Payne Creek Solar,70.3
Payne's Ferry,21.0
Paynesville Community Solar,5.0
Paynesville Solar,10.0
Payson,9.7
Pea Ridge,14.100000000000001
Peace Creek Solar,55.4
Peach Bottom,2876.4
Peak Power 1 Cogen,6.300000000000001
Peak View Wind Farm,60.8
Pearl CSG,4.0
Pearl City Peninsula Solar Park,1.0
Pearl II,2.0
Pearl Solar,50.0
Pearl Station,24.0
Pearsall,201.60000000000008
Peavy Falls,12.0
Pebble Springs Wind LLC,98.7
Pebbly Beach Generating Station Hybrid,12.69999999999999
Pecan Grove Solar  LLC,5.0
Pecan PV1,5.0
Pecan Row Landfill To Electric Facility,6.4
Pecan Solar,74.9
Pedricktown Cogeneration Company LP,140.2
Peetz Table Wind Energy,199.5
Pegasus Community Solar,2.0
Pegasus Wind,48.0
Pejepscot Hydroelectric Project,13.500000000000002
Pelican,2.4
Pella Peaking,28.0
Pelton,109.80000000000001
Pelzer Lower,3.3
Pelzer Solar I,1.0
Pelzer Upper,2.0
Pemberton Road I,8.6
Pemberton Road II,8.6
Pembina Land Port of Entry Wind Turbine,1.0
Pembroke Hydro,2.7
Pembroke Lakes Mall,1.1
Penacook Lower Falls,4.6
Penacook Upper Falls Hydro,3.4
Penascal II Wind Project LLC,201.0
Penascal Wind Power LLC,201.6
Pender,4.9
Pendleton County LFGTE,3.2
Pennsauken Landfill,1.8
Pennsauken Solar,3.9
Pennsbury,6.0
Penny Hill Solar,2.0
Peno Creek,240.0
Penobscot Energy Recovery,25.3
Pensacola,130.1
Pensacola Florida Plant,102.0
Peony Solar,39.0
Peoples Generating Station,3.2
Pepperell Hydro Power Plant,2.2
Pepperidge Farm Bloomfield,2.5999999999999996
Perdido,3.2
Perdue Bridgeville Photovoltaic,1.3
Perdue Diesel Generation Facility,4.0
Perdue Salisbury Photovoltaic,1.0
Perennial Windfarm,6.8999999999999995
Perkins Solar  LLC,2.0
Permian Basin,447.0
Perrin Ranch Wind LLC,99.2
Perris,7.9
Perry,1311.6
Perry Solar Facility,5.1
Perryman,492.3
Perryville Power Station,824.1
Persimmon Creek Wind Farm 1  LLC,198.6
Peru (IL),36.49999999999999
Peru (IN),1.8
Petenwell,20.0
Peters Drive Plant,1.8
Petersburg,14.5
Peterson,6.3
Peterson Road Solar,2.5
Pfeffers,1.0
Pfizer Groton Fuel Cell,5.6
Pfizer Groton Plant,37.5
Pfizer Peapack Solar,6.2
Phantom Solar,15.4
Pheasant Run Landfill Gas Recovery,8.799999999999999
Pheasant Run Wind LLC,74.8
Phelan Pinon Hills CSD Solar,1.2
Phelps 158 Solar Farm,5.0
Phelps Dodge Refining,19.599999999999998
Philadelphia,82.8
Philadlephia,3.6
Philip Morris,2.0
Phillips 66 Billings Refinery,1.6
Phillips 66 Carbon Plant,27.3
Phillips 66 Rodeo Refinery,54.900000000000006
Philpott Lake,14.0
Phoebe Solar,250.0
Phoenix,1.6
Phoenix Airport East Economy Lot,1.1
Phoenix Airport Rental Car Center,1.6
Phoenix Contact - CCHP Plant,1.0
Phoenix Hydro Project,3.2
Phoenix Solar South Farms LLC Solar Farm,4.7
Pickering Solar,1.5
Pickwick Landing Dam,240.0
Picture Rocks Solar  LLC,20.0
Piedmont Green Power,60.0
Piedmont Hydro Power Project,1.0
Pierce College,1.9
Piercefield,2.7
Pierre Solar,1.0
Pike County Wind Power,1.7
Pikes Peak Solar Garden 1 LLC CSG,2.0
Pikeville Farm,5.0
Pilesgrove,18.0
Pilgrim Stage Wind Park,10.5
Pillager,1.6
Pillar Mountain Wind Project Microgrid,9.0
Pilot Butte,1.6
Pilot Hill Wind Farm,175.0
Pilot Knob,33.0
Pilot Station,1.3
Pima Community College,1.1
Pima Community College - East Campus,1.3
Pima Community College NW,1.3
Pima Energy Storage System,10.0
Pinal Central Energy Center Hybrid,30.0
Pinckneyville,380.0
Pinconning White Feather,3.2
Pine,3.2
Pine Bluff Energy Center,236.0
Pine Bluff Mill,85.0
Pine Flat,165.0
Pine Grove,5.399999999999999
Pine Island Solar,4.0
Pine Island Solar CSG,3.9
Pine Ridge,3.0
Pine River Wind Park,161.3
Pine Tree Acres,8.799999999999999
Pine Tree Acres WM LFGTE,12.799999999999999
Pine Tree Landfill Gas to Energy,3.3000000000000003
Pine Tree Solar Project,8.5
Pine Tree Wind Power Project,135.0
Pine View Dam,1.8
Pinelawn Power LLC,82.0
Pinellas County Resource Recovery,76.5
Pinesage,5.0
Pinetree Power,17.5
Pinetree Power Fitchburg,18.0
Pinetree Power Tamworth,25.0
Pineville Delivery 2,1.8
Piney,30.0
Pinnacle Wind Force LLC,55.2
Pinnacles,11.100000000000001
Pinyon Pine I,168.0
Pinyon Pine II,132.0
Pio Pico Energy Center,395.40000000000003
Pioneer,5.0
Pioneer Crossing Energy  LLC,8.0
Pioneer Generating Station,293.10000000000014
Pioneer Prairie Wind Farm,300.0
Pioneer Trail Solar Energy Center,74.5
Pioneer Trail Wind Farm  LLC,150.4
Pioneer Valley Resource Recovery,9.4
Pioneer Wind Park  LLC,80.0
Piqua Power Plant,36.3
Pirkey,721.0
Pisgah Mountain Wind,9.1
Pit 1,69.2
Pit 3,80.1
Pit 4,103.4
Pit 5,141.60000000000002
Pit 6,79.2
Pit 7,109.80000000000001
Piti 8 (MEC),128.0
Pittsfield 44 - M&W PV,1.2
Pittsfield Generating LP,175.5
Pittsfield Hydro,1.1
Pittsford,3.6
Pittsgrove Solar,2.0
Pixar - Emeryville,1.1
Pixelle Specialty Solutions LLC - Chillicothe Facility,92.8
Pixelle Specialty Solutions LLC - Spring Grove Facility,103.6
Placid 12,13.5
Plainfield Community Solar LLC,2.0
Plainfield One Solar LLC,1.3
Plainfield Renewable Energy LLC,43.0
Plains End,114.00000000000004
Plains End II LLC,117.60000000000004
Plainview Muncipal Power,5.0
Plant 31 Paper Mill,84.2
Plant Four,24.0
Plant No 1 Freeport,11.1
Plant No 1 Orange County,7.5
Plant No 2 Freeport,78.6
Plant No 2 Orange County,16.0
Plant X,434.4
Plaquemine Cogeneration Plant,987.0
Platte,109.8
Playa Solar 1  LLC,79.0
Playa Solar 2,100.0
Pleasant Hill,179.8
Pleasant Hill Wind Energy Project,20.0
Pleasant Valley (MN),467.8
Pleasant Valley (VA),20.5
Pleasant Valley Hydro,3.2
Pleasant Valley Solar,2.5
Pleasant Valley Wind Farm,200.0
Pleasantdale Road Community Solar,1.0
Pleasanton - Amador Valley High School,1.1
Pleasants Energy LLC,344.0
Ples I,15.0
Plum Point Energy Station,720.0
Plummer Cogen,6.2
Plumsted 537 LLC,19.8
Plymouth Site 1,5.6
Plymouth Solar,1.1
Plymouth Solar LLC,5.0
Plymouth State College Cogeneration,2.8
Pocahontas Prairie Wind Farm,80.0
Pocono Solar Project,3.0
Podunk Road CSG,2.2
Poe,142.8
Point A,5.2
Point Beach Nuclear Plant,1311.0
Pole Hill,38.2
Polk,1492.5
Polk County Renewables  LLC,2.5
Pollocksville Solar,5.0
Pomeroy Wind Farm,286.4
Ponca,48.0
Ponca City,134.3
Ponderosa Bailey Creek,1.1
Ponton Diesel Generating Facility,4.0
Pontook Hydro Facility,10.5
Pool Brook Rd Community Solar Farm,2.0
Poole,11.3
PopeSun CSG  LLC,5.0
Poplar Bluff Generating Station,34.1
Port Allen (HI),99.5
Port Allen (LA),7.6
Port Allen Solar,6.0
Port Arthur Texas Refinery,38.4
Port Charlotte Energy LLC,3.0
Port Comfort Power LLC,121.0
Port Edwards Mill,6.699999999999999
Port Everglades,1352.0
Port Jefferson,498.0
Port Leyden Hydroelectric Project,1.0
Port Neches Plant,38.0
Port Richmond WWT Solar,1.0
Port Townsend Paper,7.9
Port Washington Generating Station,1208.8000000000002
Port Wentworth Mill,72.3
Port Westward,483.0
Port Westward Unit 2,225.60000000000005
Port of LA Solar FiT Project,1.1
Portable Generator 2,2.0
Portable Generator 3,2.0
Portage,22.6
Portage Solar,1.5
Portal,10.8
Portal Ridge Solar B  LLC,20.0
Portal Ridge Solar C  LLC,11.4
Porter Solar,5.0
Porter Way Community Solar Garden,3.0
Porterhouse Wind (4) LLC,79.8
Porterville 6 and 7,3.0
Porterville Solar,3.5
Portland (PA),194.0
Portside Energy,61.0
Poseidon Solar  LLC,20.0
Poseidon Wind  LLC,65.1
Possum Point,1591.0
Post Falls,14.5
Post Oak Wind LLC,200.0
Post Rock Wind Power Project  LLC,201.0
Post Wind Farm LP,84.0
Potato Rapids,1.3
Potholes East Canal 66.0,2.3
Potrero Hills Energy Producers,8.0
Potter Station 2,217.0
Potter Valley,9.4
Pouch,47.0
Powell Valley,22.0
Power County Wind Park North,22.5
Power County Wind Park South,22.5
Power Creek,6.0
Power Generation Station (PGS) 2,4.6
Power Island,41.0
Power Station 4,191.10000000000002
PowerFin Kingsbery,2.6
Powerlane Plant,112.2
Powerton,1785.6
Powhatan Solar Power Generation Station 1 LLC,1.5
Prairie Bluff,1.6
Prairie Breeze,206.5
Prairie Breeze II,73.4
Prairie Breeze III,35.8
Prairie Creek,213.4
Prairie Du Sac,33.4
Prairie Fire,4.5
Prairie Horizon Agri Energy,1.7
Prairie Island,1186.2
Prairie Queen Wind Farm,199.3
Prairie River,1.0
Prairie Rose Wind Farm,200.0
Prairie Sky Solar Farm,1.0
Prairie Star Wind Farm,100.6
Prairie State Generating Station,1766.0
Prairie View I & II LFGTE,6.3999999999999995
Prairie View IL,4.800000000000001
Prairie Wind Farm,168.0
Prairie Wind Power LLC,4.0
Prairie Winds ND1,115.5
Prairie Winds SD1,162.0
Prairies Edge Generating Facility,1.1
Pratt,15.5
Pratt & Whitney,25.8
Pratt 2,16.0
Pratt Wind  LLC,243.5
Preferred Freezer San Leandro,2.0
Presbyterian Senior Living Service,1.2
Prescott Airport,3.0
Prescott Solar Plant,10.8
Presence Saint Mary of Nazareth Hospital,4.2
Preston (IA),3.2
Preston (MN),3.7
Pretlow,3.2
Prickett,2.2
Priest Rapids,955.5999999999999
Prima Plant,6.0
Primghar,1.7000000000000002
Princeton,5.0
Princeton (IL),37.900000000000006
Princeton (MN),12.3
Princeton Energy Center  LLC,10.799999999999999
Princeton Solar Project,2.5
Princeton University Cogeneration,20.0
Princeton Wind Farm,3.0
Procter & Gamble Cincinnati Plant,12.5
Procter & Gamble Mehoopany Mill,120.2
Proctor,6.9
Progress Drive Generation Station,3.6
Progress Manis I,1.0
Progress Solar 1  LLC,4.0
Progress Solar II  LLC,3.5
Progress Solar III  LLC,3.5
Prospect,19.0
Prospect 1,3.8
Prospect 2,32.0
Prospect 3,7.2
Prospect 4,1.0
Prospect Municipal,1.8
Prospector Windfarm (Burnt River),10.0
Prosperity Energy Storage Facility Hybrid,1.3
Providence Heights Wind LLC,72.0
Providence Solar,16.0
Provo Power Plant,12.0
Prudential 55 Livingston Roseland Solar,1.2
Prudential 80 Livingston Roseland Solar,1.7
Pueblo,8.0
Pueblo Airport Generating Station,440.0
Puente Hills Energy Recovery,50.0
Puller Solar,15.0
Pulliam,91.0
Pumpjack Solar I,20.0
Pumpkin Hill,1.0
Puna,39.1
Puna Geothermal Venture I,51.0
Punkin Center Battery Storage,2.0
Punta Lima,23.4
Purdue University,43.199999999999996
Purple Lake,3.9000000000000004
Putah Creek Solar Farm,2.0
Putnam (MI),13.5
Putts Bridge,3.2
Puueo,3.0999999999999996
Pyramid,186.0
Pyrites Plant,8.2
Pyron Wind Farm LLC Hybrid,258.9
Q Plant,4.6
QVC Inc,3.9
Quad Cities Generating Station,2018.6
Quail Creek Hydro Plant #1,2.3
Quail Run Energy Center,550.4
Quakertown Solar Farm  LLC,8.8
Quantum Choctaw Power LLC,850.5
Quarter Horse Solar,4.5
Quay County,27.0
Queen Anne's County,2.0
Queen Creek Solar Farm,19.0
Queens Creek,1.4
Questa Solar Facility,1.0
Quichapa 1,3.0
Quichapa 2,3.0
Quichapa 3,3.0
Quilt Block Wind Farm LLC,98.0
Quincy Chute,9.4
Quincy II Solar Garden,1.5
Quincy Solar,1.5
Quincy Solar,4.0
Quindaro,131.4
Quinebaug Lower Project,2.5
Quinhagak,1.2
Quinto Solar PV Project,108.0
Quitman Solar,150.0
Quittacas Pond Solar,3.5
R C Kirkwood,115.5
R D Green,586.0
R E Badger Filtration Plant,1.4
R E Ginna Nuclear Power Plant,614.0
R Gallagher,300.0
R M Heskett,203.0
R M Schahfer,2201.4
R S Nelson,1433.6
R W Miller,603.6
RB Manufacturing LLC Belle Mead NJ,1.5
RC Energy AA LLC Solar Facility,1.0
RCWD PV Project,5.0
RE Adams East  LLC,19.0
RE Ajo 1 LLC,4.5
RE Astoria,100.0
RE Astoria 2,75.0
RE Bagdad Solar I LLC,16.6
RE Barren Ridge 1,60.0
RE Bruceville 1 LLC,5.0
RE Bruceville 2 LLC,5.0
RE Bruceville 3 LLC,5.0
RE Camelot LLC,45.0
RE Columbia 3 LLC,10.0
RE Columbia Two  LLC,15.0
RE Dillard 1 LLC,3.0
RE Dillard 2 LLC,3.0
RE Dillard 3 LLC,3.0
RE Garland,185.1
RE Garland A,20.2
RE Gillespie 1 LLC,15.0
RE Kammerer 1 LLC,5.0
RE Kammerer 2 LLC,5.0
RE Kammerer 3 LLC,5.0
RE Kansas Solar  LLC,20.0
RE Kansas South LLC,20.0
RE Kent South  LLC,20.0
RE McKenzie 1 LLC,5.0
RE McKenzie 2 LLC,5.0
RE McKenzie 3 LLC,5.0
RE McKenzie 4 LLC,5.0
RE McKenzie 5 LLC,5.0
RE McKenzie 6 LLC,5.0
RE Mustang LLC,100.0
RE Old River One  LLC,20.0
RE Rio Grande Solar LLC,5.0
RE Rosamond One LLC,20.0
RE Rosamond Two LLC,20.0
RE Roserock,160.0
RE Tranquillity,205.3
RE Victor Phelan Solar One LLC,20.0
RE-VFO LLC,1.0
RED-Rochester  LLC,133.3
RGS-Rutland VNM SREC II Project (MA),2.6
RIT Henrietta Solar 1  LLC,1.6
RJC I CSG,1.0
RJC II Community Solar Garden,1.0
RP Wind,3.4
RP-Orlando  LLC,5.1
RS Cogen,493.0
RT 52 Walden Solar 1  LLC Hybrid,5.0
RV CSU Power II LLC,3.0
RV CSU Power LLC,1.9
Raccoon Creek Energy Center,456.0
Raccoon Mountain,1713.6
Racine,47.4
Radford,1.0
Radford Army Ammunition Plant,18.0
Radfords Run Wind Farm,278.0
Radiance Solar 4,1.5
Radiance Solar 5,1.5
Raeford Farm,5.0
Rafael Solar,2.2
Raft River Geothermal Power Plant,18.0
Rail Splitter Wind Farm,100.5
Rail Trail,2.0
Railroad Farm,5.0
Railroad Farm 2,5.0
Railroad Solar Center  LLC,4.5
Railroad Solar Farm  LLC,4.1
Rainbow (CT),8.0
Rainbow (MT),59.0
Rainbow Falls Auscble,2.6
Rainbow Falls Hydro,25.0
Ralls Wind Farm,10.0
Ralph Green,85.0
Ralston,79.2
Ramona 1,2.0
Ramona 2,5.0
Ramona Solar Energy,4.3
Rams Horn Solar Center LLC,5.0
Ranchero Wind Farm LLC,300.0
Ranchland Solar  LLC,60.0
Rancho Cucamonga Dist #1,1.8
Rancho Penasquitos,4.6
Rancho Seco Solar  LLC,10.8
Rand Whitney CHP Plant,14.6
Randolph,3.8
Randolph CSG PV1-5,5.0
Randolph Eastern School Wind Turbine,1.0
Rankin Solar Center  LLC,10.0
Ransomville Solar 1  LLC,5.0
Rantoul,14.400000000000002
Rantoul Solar,1.0
Rapidan Hydro Facility,6.8
Rapide Croche,2.4
Rapids Energy Center,28.4
Raritan ITS,2.0
Raritan Solar,7.5
Raritan Solar - 53 Highway,8.4
Rariton OMP,5.4
Ratcliffe,840.0
Rathdrum,166.4
Rathdrum Power LLC,301.5
Ratkovich Alhambra,1.0
Rattlesnake Creek Wind Project,318.1
Rattlesnake Den,207.2
Rattlesnake Power  LLC,160.0
Ravenswood,2551.0000000000005
Rawhide,800.4
Ray D Nixon,282.6
Ray Olinger,427.7
Raymondville,2.0
Rayne,8.2
ReEnergy Black River,55.5
ReEnergy Livermore Falls,39.6
ReEnergy Stratton LLC,45.7
Record Hill Wind,50.6
Red Bluff,46.399999999999984
Red Bud,15.0
Red Cloud,5.7
Red Dirt Wind Project,299.3
Red Gate Power Plant,224.39999999999995
Red Hawk,1140.3000000000002
Red Hill Solar Center  LLC,5.0
Red Hills Generating Facility,513.7
Red Hills Wind Project LLC,123.0
Red Horse 2,81.0
Red Horse III,30.0
Red Lion Energy Center,25.0
Red Maple Solar,3.0
Red Mesa Wind LLC,102.4
Red Mountain,5.9
Red Oak Power LLC,821.0999999999999
Red Oak Solar Farm  LLC,5.0
Red Pine Wind Project,200.0
Red Rock,40.0
Red Shield Envir Old Town Facility,28.5
Red Toad 1425 A Powatan Road  LLC,2.0
Red Toad 4451 Buffalo Road  LLC,2.0
Red Toad 5840 Buffalo Road  LLC,2.0
Red Wing,23.0
Red Wing Community Solar,4.9
Redbed Plains Wind Farm,99.1
Redbridge,3.6
Redbrook Community Solar 1,4.0
Redbud Power Plant,1433.6
Redcrest Solar Farm,16.6
Redding Power,183.1
Redlands Water & Power,1.4
Redmon Solar Farm LLC,2.0
Redstone Arsenal Hybrid,11.0
Redwing Solar,2.0
Redwood 4 Solar Farm,20.0
Redwood Falls,8.5
Redwood Falls Wind,3.4
Reedley Community College Solar,2.6
Reeves,154.0
Reeves South,1.0
Reeves Station Rd East,5.4
Regeneron Pharmaceuticals Inc.,15.4
Regeneron Tarrytown,1.5
Regional Waste Systems,13.3
Regional Wastewater Control Facility,4.8
Regulus Solar Project,60.0
Rehoboth Solar,2.0
Remington,705.5
Remington Solar Facility,20.0
Remmel,9.0
Renaissance Power Plant,782.0
Renew Canal 1 CSG LLC,1.2
Renewable Energy Services of Ohio,2.4000000000000004
Rengstorf Solar CSG,5.0
Renick Run Pumping Station 03-04,2.8
Rensselaer City Light Plant,21.799999999999997
Rensselaer Cogen,88.2
Rensselaer Solar Site 2,4.0
Rentech Nitrogen Pasadena Cogeneration,15.4
Reusens,12.5
Reventure Park,3.5
Reynolds,17.5
Rhinelander Mill,21.3
Rhode Island Hospital,10.4
Rhode Island State Energy Center,596.0
Rhodhiss,25.5
Ribeye Wind (11) LLC,10.0
Rice University,6.9
Riceland Foods Cogeneration Plant,18.0
Richard B Russell,628.0
Richard Burdette Geothermal,30.0
Richard J Donovan Correctional Facility,2.6
Richard M Flynn,164.0
Richardson Solar,3.6
Richland,450.0
Richland,1.0
Richland Center Renewable Energy LLC,1.8
Richland County Landfill,8.9
Richland Solar Center,20.0
Richmond,82.8
Richmond CSG,5.0
Richmond Cogen,155.6
Richmond Energy,6.4
Richmond Generating Station,131.6
Richmond Hayes Solar,2.3
Richmond NMCA,4.0
Richmond Solar Park 3,6.7
Richmond Solar Site 2,7.5
Richmond University Medical Center,1.6
Ridge Crest Wind Partners,29.7
Ridgeland Solar Project,10.0
Ridgetop,46.8
Ridgetop Energy LLC,29.0
Ridgeview,6.3999999999999995
Ridgewind,25.3
Ridgewood Providence Power,6.4
Rifle Generating Station,84.0
Riley Generating Station,10.0
Riley Road LLC,4.0
Rincon Solar I,18.4
Rinehart,10.0
Ringer Hill Wind Farm  LLC,39.9
Rio,10.8
Rio Bravo,150.0
Rio Bravo Fresno,28.0
Rio Bravo Hydro Project,14.0
Rio Bravo Rocklin,27.9
Rio Bravo Solar 1 LLC,20.0
Rio Bravo Solar II LLC,20.0
Rio Bravo Windpower  LLC,237.6
Rio Communities Solar Energy Center,10.0
Rio De Oro Solar Energy Center,10.0
Rio Grande,398.3
Rio Grande Valley Sugar Growers,24.9
Rio Hondo,1.9
Rio Nogales Power Project,940.2
Rio Rancho High School,1.0
Rio Rancho Solar Energy Center,10.0
Rio Rico Solar,6.0
Ripon Generation Station,121.0
Rippey Wind Farm,50.0
Rising Paper,2.5
Rising Tree Wind Farm,79.2
Rising Tree Wind Farm II,19.8
Rising Tree Wind Farm III,99.0
River Bend,1035.9
River Bend Solar  LLC,75.0
River Bend Solar  LLC,2.0
River Hills,128.0
River Mill,18.799999999999997
River Mountains Solar,14.4
River Road Gen Plant,248.0
